COUNTY,PARKING,FEE,LATITUDE,LONGITUDE,NAME,LOCATION,DESCRIPTION
Los Angeles,Yes,No,33.719718,-118.275354,Cabrillo Way Marina,"S. end of Miner St., Los Angeles Harbor","Small craft harbor, landscaped viewing areas"
Los Angeles,Yes,No,33.738865999999994,-118.279,Los Angeles Maritime Museum,"Berth 84, foot of 6th St., San Pedro","Historical exhibits, ship models, navigational equipment"
Los Angeles,Yes,No,33.73888400000001,-118.27957,John S. Gibson Jr. Park,"6th St. and Sampson Way, San Pedro",Landscaped park
Los Angeles,Yes,Yes,33.743207,-118.276916,U.S.S. Iowa,"Foot of 1st St., San Pedro","Historic battleship, open to visitors"
Los Angeles,Yes,No,33.749302,-118.276849,Cruise Ship Promenade,"Berth 93, Los Angeles Harbor","Views of Los Angeles Harbor and Vincent Thomas Bridge, fee for parking"
Los Angeles,Yes,No,33.750521,-118.274426,Catalina Terminal (San Pedro),"Berths 94 and 95, L.A. Harbor, San Pedro","Ferry service to Santa Catalina Island, fee for parking"
Los Angeles,Yes,No,33.746185,-118.189004,Fishing Access - Long Beach Harbor,"Harbor Scenic Dr. South, Long Beach Harbor","Shore fishing from riprap, roadside parking"
Los Angeles,Yes,No,33.73865,-118.218776,Long Beach Harbor,"E. end of San Pedro Bay, Long Beach","Extensive harbor facilities; for harbor tours, see: www.polb.com"
Los Angeles,Yes,Yes,33.752982,-118.189931,Queen Mary,"Pier J, Long Beach Harbor","Historic luxury liner, hotel, restaurants"
Los Angeles,No,No,33.756601,-118.193903,Queensway Bay,"Mouth of Los Angeles River, Long Beach","Recreational boating area, shoreline recreational facilities"
Los Angeles,Yes,Yes,33.76255,-118.198889,Catalina Terminal (Long Beach),"320 Golden Shore St., Long Beach","Ferry service to Santa Catalina Island, fee for parking"
Los Angeles,Yes,Yes,33.759196,-118.201747,South Shore Launch Ramp,"Queensway Dr. W. of Queensway Bay Bridge, Long Beach","Boat launching, open 24 hours, fee for parking"
Los Angeles,Yes,Yes,33.762514,-118.19653999999998,Aquarium of the Pacific,"100 Aquarium Way at Shoreline Park, Long Beach","Aquarium, exhibits, sharks, marine mammals"
Los Angeles,Yes,Yes,33.763989,-118.203446,Golden Shore Marine Biological Reserve,"Adjacent to Golden Shore RV Resort, Golden Shore St., Long Beach","Saltmarsh, metered parking"
Los Angeles,Yes,Yes,33.764497,-118.202182,Golden Shore RV Resort,"101 Golden Shore St., Long Beach",RV camping
Los Angeles,Yes,No,33.762242,-118.193418,Rainbow Harbor,"Foot of Pine Ave., S. of Shoreline Dr., Long Beach","Waterfront promenade, excursions, visitor attractions"
Los Angeles,Yes,No,33.760581,-118.195915,Shoreline Park (Long Beach),"Shoreline Dr. and Pine Ave., Long Beach","Shore fishing, multi-use path"
Los Angeles,Yes,No,33.760256,-118.191965,Shoreline Village,"Shoreline Village Dr., Long Beach","Waterfront shops, restaurants, vintage carousel, fee parking"
Los Angeles,Yes,Yes,33.759628,-118.184488,Long Beach Shoreline Marina,"450 E. Shoreline Dr., E. of Rainbow Harbor, Long Beach","Recreational boat slips, guest slips, marine services"
Los Angeles,Yes,Yes,33.763737,-118.176066,Long Beach City Beach,"Seaward of Ocean Blvd., Long Beach","Swimming, bicycle path, fee for parking"
Los Angeles,Yes,No,33.765547999999995,-118.167177,Bixby Park,"Ocean Blvd. between Cherry and Junipero avenues, Long Beach","Tree-shaded park, playground equipment"
Los Angeles,Yes,Yes,33.762552,-118.164788,Long Beach City Beach (Junipero Avenue),"Foot of Junipero Ave., Long Beach",Large fee parking lot at beach level
Los Angeles,Yes,No,33.761927,-118.158132,Bluff Park,"Seaward of Ocean Blvd., from Lindero Ave. to E. of Redondo Ave., Long Beach","Paved blufftop path, stairs to beach, on-street parking"
Los Angeles,Yes,No,33.758807,-118.147848,Belmont Veterans Memorial Pier,"Foot of 39th Place, Long Beach","Pier fishing, snack stand, fee for parking"
Los Angeles,Yes,Yes,33.757657,-118.144756,Belmont Plaza Olympic Pool,"E. of Belmont Veterans Memorial Pier, Long Beach",Indoor swimming pool closed for renovation; outdoor pool open
Los Angeles,Yes,Yes,33.756032,-118.139028,Belmont Shore (Granada Avenue),Off E. Ocean Blvd. at foot of Granada Ave.,"Sand launch for small craft, fee parking, dog beach adjacent"
Los Angeles,Yes,Yes,33.754287,-118.13776599999998,Belmont Shore,"Seaward of E. Ocean Blvd., between 39th Place and 54th Place, Long Beach","Swimming, bicycle path, fee for parking"
Los Angeles,Yes,No,33.749232,-118.126456,Alamitos Peninsula,"Off E. Ocean Blvd., 55th Place to 72nd Place, Long Beach",Seaside Walk is on inland side of beach
Los Angeles,Yes,No,33.751775,-118.12838899999998,Bay Shore Walk,"Off E. Ocean Blvd., 55th Place to 69th Place",Pedestrian walkway faces Alamitos Bay
Los Angeles,No,No,33.748845,-118.116372,Alamitos Bay,"W. of the San Gabriel River mouth, Long Beach","Marinas, launch ramps"
Los Angeles,No,No,33.752998,-118.124061,Naples,"Along E. 2nd St., in Alamitos Bay, Long Beach",Public walkways run along shoreline
Los Angeles,Yes,Yes,33.758259,-118.120552,Marine Park,"E. Appian Way at E. 2nd St. overcrossing, Long Beach","Swimming, play equipment, metered parking"
Los Angeles,Yes,Yes,33.765591,-118.125133,Marine Stadium,"Boathouse Ln. off E. Eliot St., Long Beach","Recreational boating, water skiing, boat launch fee"
Los Angeles,Yes,No,33.76178400000001,-118.120548,Jack Dunster Marine Biological Reserve,"End of Boathouse Ln. off E. Eliot St., Long Beach",Small tidal marsh
Los Angeles,Yes,No,33.76343,-118.116186,Jack Nichol Park,"End of Costa del Sol Way, Long Beach","Waterfront promenade, ball fields"
Los Angeles,Yes,No,33.772904,-118.132804,Colorado Lagoon,"5119 E. Colorado St. at E. Appian Way, Long Beach","Playgrounds, metered parking"
Los Angeles,Yes,Yes,33.751913,-118.11071499999998,Alamitos Bay Marina,"205 Marina Dr., Long Beach","Municipal marina, boating services, nearby restaurants and shopping"
Los Angeles,No,No,33.354485,-118.33058,Hamilton Cove,1 mi. N. of Avalon Bay,"Access on foot, sign in at guardhouse"
Los Angeles,No,Yes,33.350676,-118.328505,Descanso Beach,"N. end of Avalon Bay, Avalon","Private beach club, seasonal public day use"
Los Angeles,No,No,33.348894,-118.324643,Casino Point Marine Park,"Offshore from the Casino, Avalon","Underwater refuge, snorkeling"
Los Angeles,No,No,33.3436,-118.325093,Pleasure Pier,"Foot of Catalina Ave., Avalon","Tour boat landing, equipment rentals, diving supplies"
Los Angeles,No,No,33.34508,-118.322807,Avalon Bay,E. end of Santa Catalina Island,Boat mooring and facilities
Los Angeles,No,No,33.343692,-118.325254,Crescent Beach,"N. and S. of the Pleasure Pier, Avalon",Swimming beach
Los Angeles,No,No,33.329894,-118.337432,Nature Center at Avalon Canyon,"1202 Avalon Canyon Rd., Avalon","Natural history exhibits, programs"
Los Angeles,No,Yes,33.329473,-118.338254,Hermit Gulch Campground,"Avalon Canyon Rd., 1.5 mi. from Pleasure Pier, Avalon",Wooded campsites
Los Angeles,No,Yes,33.326739,-118.340135,Wrigley Memorial and Botanical Garden,"Avalon Canyon Rd., 1.7 mi. from Pleasure Pier, Avalon",Native and exotic plants
Los Angeles,No,Yes,33.473009999999995,-118.54939,Parson's Landing Campground,"Parson's Landing, N.W. end of Santa Catalina Island",Remote hike-in campground
Los Angeles,No,Yes,33.441423,-118.492083,Two Harbors Campground,"Little Fisherman's Cove, Two Harbors",Campsites overlooking the sea
Los Angeles,No,No,33.43933,-118.500027,Two Harbors Isthmus,"N.W. part of Santa Catalina Island, on the leeward side",Hamlet with boating and visitor facilities
Los Angeles,No,Yes,33.385555,-118.472952,Little Harbor Campground,"Little Harbor, on the windward side of Santa Catalina Island",Campsites above a crescent beach
Los Angeles,No,No,33.368066,-118.481028,Ben Weston Beach,"Off Middle Ranch Rd., windward side of Santa Catalina Island",Day-use beach; use Dry Creek Beach Trail
Los Angeles,Yes,No,33.404176,-118.41625,Airport-In-The-Sky,"On Airport Rd., 10 mi. N.W. of Avalon","Charter and private planes, natural history display"
Los Angeles,No,Yes,33.385653000000005,-118.406291,Black Jack Campground,"9.4 mi. N.W. of Avalon, Santa Catalina Island","Campsites, inland site"
Los Angeles,No,No,33.355005,-118.360702,Haypress Picnic Area,"Airport Rd., 3.9 mi. from Avalon",Picnicking
Orange,Yes,Yes,33.740726,-118.109428,Seal Beach,"Seaward of Ocean Ave., Seal Beach","Swimming, surfing, fee for parking"
Orange,Yes,No,33.739218,-118.106377,Seal Beach Pier,"Foot of Main St., Seal Beach","Restaurant, fee for parking"
Orange,No,No,33.723568,-118.079678,Surfside Beach,"Anderson St. and Pacific Coast Hwy., Surfside",Pedestrian beach access at Anderson St.
Orange,No,No,33.728119,-118.082319,Boardwalk and viewpoint,"Bayward of Simple Green Bldg., N. end of Huntington Harbour","Pedestrian access to bayfront walkway, views of Seal Beach Nat'l Wildlife Refuge"
Orange,Yes,No,33.724983,-118.077265,Waterfront walkway,"N. and S. of Peter's Landing, Huntington Harbour","Walkway extends from Piedmont Circle to Admiralty Dr., pocket beach and views at end of Grimaud Ln."
Orange,Yes,No,33.717868,-118.073476,Sunset Beach,"W. of Pacific Ave., Huntington Beach","Surfing, parking in median of Pacific Ave."
Orange,Yes,No,33.720009999999995,-118.063674,Huntington Harbour,"E. of Pacific Coast Hwy., Huntington Beach","Five marinas, boating facilities, restaurants, parks"
Orange,Yes,No,33.712124,-118.055463,Warner Avenue Access,"N. side of Warner Ave., E. of Pacific Coast Hwy., Huntington Beach","Hand-carried boat launch, public parking spaces are marked at Huntington Harbour Bay/Racquet Club"
Orange,Yes,No,33.723633,-118.067752,French Park,"Along Venture Dr., Trinidad Island, Huntington Harbour",Waterfront park with fishing dock
Orange,Yes,No,33.726517,-118.065777,Trinidad Park,"Sagamore Dr. near Trinidad Ln., Trinidad Island","Neighborhood park with play equipment, small bay beach"
Orange,Yes,No,33.726678,-118.07183700000002,Seabridge Park,"End of Countess Dr., off Edinger Ave., Huntington Beach","Park with play equipment, waterfront promenade on northwest side of condo complex (push gate to enter)"
Orange,Yes,Yes,33.729638,-118.072491,Sunset Aquatic Marina,"2901 Edinger Ave., Huntington Beach",Small boat harbor with launch ramp 
Orange,Yes,No,33.711348,-118.06149,Bolsa Chica Interpretive Center,"3842 Warner Ave. at Pacific Coast Hwy., Huntington Beach","Natural history exhibits, educational programs"
Orange,Yes,Yes,33.707662,-118.060734,Bolsa Chica State Beach,"W. of Pacific Coast Hwy., S. of Warner Ave., Huntington Beach","Swimming, surfing, bicycle path, large parking lots"
Orange,Yes,No,33.695575,-118.046719,Bolsa Chica Ecological Reserve,"E. of Pacific Coast Hwy., S. of Warner Ave., Huntington Beach","Wetlands, trails, visitor center at Pacific Coast Hwy. and Warner Ave."
Orange,Yes,Yes,33.692133,-118.044305,Bolsa Chica State Beach Campground,"W. of Pacific Coast Hwy., S. of entrance to Bolsa Chica State Beach",Self-contained RV camping only
Orange,Yes,Yes,33.675996999999995,-118.028063,Dog Beach (Huntington Beach),"W. of Pacific Coast Hwy. from Seapoint Ave. to Golden West St., Huntington Beach","Off-leash dogs OK, metered parking"
Orange,Yes,Yes,33.657853,-118.00409,Huntington City Beach (6th Street),W. of Pacific Coast Hwy. at foot of 6th St.,"Swimming, bicycle path, large fee parking lot"
Orange,Yes,Yes,33.659175,-118.000741,Huntington Beach International Surfing Museum,"411 Olive Ave., Huntington Beach","Vintage surfboards, changing exhibits"
Orange,Yes,No,33.656809,-118.00238799999998,Huntington Beach Pier,"Main St. and Pacific Coast Hwy., Huntington Beach","Restaurant, visitor information booth at foot of pier, fee for parking"
Orange,Yes,Yes,33.649946,-117.992591,Huntington City Beach,"Along Pacific Coast Hwy., fee parking entrances at First St., Huntington St., and Beach Blvd.","Swimming, surfing, bicycle path, RV camping Oct. to May"
Orange,No,No,33.64376,-117.979774,Wetlands and Wildlife Care Center,"Newland St. at Pacific Coast Hwy., Huntington Beach",Wildlife rehabilitation; no visitor facilities at this time
Orange,No,No,33.636579,-117.962506,Huntington Beach Wetlands / Talbert Marsh,Pacific Coast Hwy. and Brookhurst St.,Trail on inland side of wetlands from Brookhurst St. to Santa Ana River Trail
Orange,Yes,Yes,33.639216,-117.974031,Huntington State Beach,From Beach Blvd. to Santa Ana River,"Swimming, surfing, bicycle path, food concessions, parking at Beach Blvd., Newland St., Magnolia St., and Brookhurst St."
Orange,No,No,33.63293400000001,-117.957308,Santa Ana River Trail,"Both sides of Santa Ana River, starting at Pacific Coast Hwy.",Paved paths lead inland from river mouth
Orange,Yes,No,33.628985,-117.956851,Santa Ana River Mouth Beach,"At the mouth of the Santa Ana River, seaward of Pacific Coast Hwy.","Parking at N. end of Seashore Dr., Newport Beach"
Orange,Yes,Yes,33.619853000000006,-117.939854,West Newport Beach,"Santa Ana River mouth to Newport Pier, Newport Beach","Parking along Seashore Dr., street ends lead to beach"
Orange,No,No,33.621044,-117.936942,Channel Place Park,"Channel Pl. at 44th St., Newport Beach","Neighborhood park, small bay beach"
Orange,No,No,33.618917,-117.934237,Newport Island Park,"Marcus Ave. at 39th St., Newport Beach",Waterfront neighborhood park
Orange,No,No,33.616505,-117.926474,Lido Park,"Via Lido at 32nd St., Newport Beach",Waterfront neighborhood park
Orange,Yes,No,33.616085,-117.935613,Oceanfront Walk,"From 36th St. to E St., on ocean side of Balboa Peninsula",Beachfront walkway and bicycle path
Orange,Yes,No,33.607705,-117.928825,Newport Pier,Near W. end of 21st St.,"Pier fishing, restaurant, fee for parking"
Orange,Yes,Yes,33.603904,-117.915307,Balboa Beach,"From Newport Pier to Balboa Pier, Newport Beach","Access at street ends and from Oceanfront boardwalk, metered parking on Balboa Blvd."
Orange,Yes,No,33.600712,-117.900076,Balboa Pier,"W. of Balboa Blvd. at Main St., Balboa Peninsula, Newport Beach","Pier fishing, fee for parking"
Orange,Yes,No,33.608704,-117.924821,Las Arenas Beach,"End of 18th St., harbor side, Balboa Peninsula","Bay beach, metered parking"
Orange,No,No,33.606266,-117.912996,10th Street Beach,"End of 10th St., harbor side, Balboa Peninsula",Bay beach
Orange,No,No,33.605799,-117.904588,Montero Beach,"End of Montero Ave., harbor side, Balboa Peninsula",Bay beach
Orange,Yes,No,33.609704,-117.921133,Newport Harbor,"N.E. of Balboa Peninsula, Newport Beach","Perhaps America's largest small-craft harbor, extensive boating facilities"
Orange,Yes,No,33.610068,-117.899456,Beacon Bay Access,"Beacon Bay, off Harbor Island Rd., Newport Beach ","Small bay beach, on-street parking"
Orange,Yes,No,33.606879,-117.88982,Balboa Island,"Marine Ave., Newport Beach","Island ringed by pedestrian bayfront boardwalk, very limited parking"
Orange,Yes,Yes,33.60307,-117.90052,ExplorOcean,"600 E. Bay Ave., Newport Beach","Virtual ocean exploration, formerly Newport Harbor Nautical Museum"
Orange,Yes,No,33.602577000000004,-117.899047,Balboa Pavilion,"400 Main St., Balboa Peninsula","Historic landmark, restaurant, sportfishing trips, boat service to Santa Catalina Island"
Orange,Yes,No,33.600823,-117.899483,Peninsula Park,"Main St. at E. Oceanfront, Balboa Peninsula","Play equipment, lawns, fee for parking"
Orange,Yes,No,33.599767,-117.886896,Bay Beaches,Street Ends Along Newport Harbor,"Bay access at street ends from B to K streets and public docks at Fernando St., Main St. and E. Balboa Blvd."
Orange,Yes,No,33.602841999999995,-117.899322,Bayfront Walkway,"From Main St. extending to the northwest, Balboa Peninsula",Waterfront pedestrian walkway with nice views of the bay
Orange,Yes,No,33.595579,-117.882025,West Jetty View Park,"End of  Channel Rd., Balboa Peninsula, Newport Beach","Views, paved path, surfing at the ""Wedge"""
Orange,Yes,No,33.602561,-117.882999,Bayside Drive County Beach,"1901 Bayside Dr., Corona del Mar","Small bay beach, boating facilities adjacent"
Orange,No,No,33.596891,-117.879167,China Cove Beach,"Along Harbor Channel, W. of Fernleaf Ave., Corona del Mar","Two pocket beaches, stairs at end of Fernleaf Ave."
Orange,No,No,33.595166,-117.878073,Pirates Cove,"Along Harbor Channel, S. of China Cove Beach, Corona del Mar",Stairs at end of Heliotrope Ave.
Orange,Yes,Yes,33.594004,-117.876799,Corona del Mar State Beach,"Ocean Blvd. opposite end of Jasmine Ave., Corona del Mar","Swimming, diving, cafe, State Parks annual day use pass not accepted"
Orange,No,No,33.592329,-117.871383,Inspiration Point,Ocean Blvd. at Orchid Ave.,"Views, ramp to Corona del Mar State Beach"
Orange,No,No,33.590144,-117.869376,Little Corona del Mar Beach,Ocean Blvd. and Poppy Ave.,"Paved ramp to cove beach, on-street parking"
Orange,Yes,No,33.619042,-117.905907,Castaways Park,"Castaways Ln. at Dover Dr., Newport Beach","Upland viewing area, park in first lot on Castaways Ln."
Orange,Yes,No,33.623089,-117.908213,Environmental Nature Center,"1601 16th St., Newport Beach","Educational programs, native plant garden, butterfly house"
Orange,Yes,No,33.621942,-117.898741,Westcliff Park,"Polaris Dr. off Westcliff Dr., Newport Beach",Bay views
Orange,Yes,Yes,33.625315,-117.893525,Newport Aquatic Center at North Star Beach,"1 Whitecliffs Dr., off Polaris Dr., Newport Beach","Rowing classes, kayak and canoe launch"
Orange,Yes,No,33.627776000000004,-117.89073,Galaxy Park,"1400 block of Galaxy Dr., Newport Beach","Bay views, on-street parking"
Orange,Yes,No,33.642359,-117.887284,Upper Newport Bay Ecological Reserve,"W. of Backbay Dr., Newport Beach","Wetlands, birding, roadside parking along Backbay Dr., visitor center at 2301 University Dr."
Orange,Yes,No,33.653338,-117.885033,Peter and Mary Muth Interpretive Center,"2301 University Dr., Newport Beach","Science exhibits, wildlife films, children's activity room"
Orange,Yes,No,33.645175,-117.870764,Vista Point (Upper Newport Bay),"Backbay Dr. and Eastbluff Dr., Newport Beach","Bay views, on-street parking"
Orange,Yes,Yes,33.615432,-117.892569,Newport Dunes Waterfront Resort and Marina,"1131 Backbay Dr., Newport Beach",Recreational facilities open to the public
Orange,No,No,33.613656,-117.891411,Back Bay View Park,"Corner of Jamboree Rd. and Coast Hwy., Newport Beach","Native plant garden, enter on foot from Backbay Dr."
Orange,Yes,No,33.620978,-117.891341,Back Bay Science Center,"Shellmaker Rd., off Backbay Dr., Newport Beach","Educational programs for students, occasional open days for general public"
Orange,Yes,Yes,33.582703,-117.849215,Crystal Cove State Park (Pelican Point),W. of Coast Hwy. opposite Newport Coast Dr.,Beaches and trails
Orange,Yes,Yes,33.573673,-117.839919,Crystal Cove State Park,"W. of Coast Hwy., between Corona del Mar and Laguna Beach","Beaches, camping, lodging, trails, large parking area at Los Trancos"
Orange,Yes,Yes,33.574948,-117.840356,Crystal Cove Historic District,W. of Coast Hwy. at the mouth of Los Trancos Canyon,"Vintage cottages for overnight stays, call 1-800-444-7275, parking inland side of Coast Hwy."
Orange,Yes,Yes,33.566602,-117.83033799999998,Crystal Cove State Park (Reef Point),W. of Coast Hwy. opposite Reef Point Dr.,Beaches and trails
Orange,Yes,No,33.56647,-117.822281,El Moro Visitor Center,"Inland of Coast Hwy., 1 mi. S. of Los Trancos Canyon","Interpretive displays, trail maps"
Orange,Yes,Yes,33.561231,-117.821762,Moro Canyon,Inland of Coast Hwy. at the mouth of El Moro Canyon,"Beach access and inland trails, tent and RV camping plus back-country hike-in campsites"
Orange,Yes,Yes,33.566501,-117.764854,Laguna Coast Wilderness Park,"W side of Laguna Canyon Rd., 3 mi. inland from Coast Hwy., Laguna Beach","Open space and trails, fee parking"
Orange,No,No,33.54976,-117.803866,Smithcliffs View Park,"S. side of Smithcliffs Rd., off Coast Hwy., Laguna Beach","Pedestrian entry on downcoast side of vehicle gate, walkway to blufftop overlook"
Orange,No,No,33.547255,-117.802013,Crescent Bay,"Off Cliff Dr. at Circle Way, Laguna Beach","Ramp to cove beach from Cliff Dr., on-street parking"
Orange,Yes,No,33.546791,-117.803819,Crescent Bay Point Park,"W. end of Crescent Bay Dr., Laguna Beach","Blufftop overlook, no beach access, on-street parking"
Orange,Yes,No,33.546491,-117.79823600000002,Shaw's Cove,"Off Cliff Dr. opposite Fairview St., Laguna Beach","Stairs to pocket beach, on-street parking"
Orange,Yes,No,33.545359000000005,-117.794874,Fisherman's Cove,"600 block of Cliff Dr., Laguna Beach","Stairs to beach on north side of condominium complex, on-street metered parking"
Orange,Yes,No,33.545162,-117.79476,Divers Cove,"600 block of Cliff Dr., Laguna Beach","Stairs to beach 20 yards south of stair to Fisherman's Cove, on-street metered parking"
Orange,Yes,No,33.544608000000004,-117.793419,Picnic Beach,"Off Cliff Dr., opposite Myrtle St., Laguna Beach","Ramp to beach through Heisler Park, on-street metered parking"
Orange,Yes,No,33.543819,-117.791029,Heisler Park,"400 block of Cliff Dr., Laguna Beach","Blufftop park, views, paths to beach, metered parking"
Orange,No,No,33.543416,-117.790514,Rockpile Beach,"Off Cliff Dr., opposite Jasmine St., Laguna Beach",On-street metered parking
Orange,Yes,No,33.542156,-117.78548899999998,Main Beach (Laguna Beach),"W. end of Broadway St., Laguna Beach","Swimming, basketball courts, play equipment, fee for parking"
Orange,Yes,No,33.57309,-117.76247,Pacific Marine Mammal Center,"20612 Laguna Canyon Rd., Laguna Beach","Marine mammal rehabilitation, visitors welcome"
Orange,Yes,No,33.537125,-117.780594,Central Laguna Beaches - Sleepy Hollow Ln. to Thalia St.,"S. of Main Beach, Laguna Beach","Stairs at N. end of Sleepy Hollow Ln. and at Cleo St., St. Ann's Dr., and Thalia St., on-street parking"
Orange,Yes,No,33.534528,-117.778499,Central Laguna Beaches - Anita St. to Pearl St.,"S. of Main Beach, Laguna Beach","Stairs at most street ends, on-street parking"
Orange,No,No,33.526588000000004,-117.770485,Wood's Cove,"W. of Coast Hwy. between Pearl St. and Diamond St., Laguna Beach","Stairs at end of Diamond St., plus one block north off Ocean Way, on-street parking"
Orange,No,No,33.52605,-117.769543,Ruby Street Park,"W. end of Ruby St., Laguna Beach","Blufftop views, on-street parking"
Orange,No,No,33.525413,-117.76868600000002,Moss Point,"W. of Coast Hwy., end of Moss St., Laguna Beach","Stairs at end of Moss St., on-street parking"
Orange,No,No,33.539553000000005,-117.78128999999998,611 Coast Hwy. Beach Access,"611 Coast Hwy., Laguna Beach",Walk through breezeway to blufftop viewing area and stairway to beach
Orange,Yes,No,33.520540000000004,-117.763609,Victoria Beach,"S. of Victoria Dr., Laguna Beach","Stairs from Victoria Dr. near Sunset Terrace and from Dumond Dr., limited on-street parking"
Orange,Yes,Yes,33.51344,-117.755711,Treasure Island Park,"Seaward of Montage Resort, Coast Hwy. at Wesley Dr., Laguna Beach","Landscaped park, ramps to beach, parking structure at Wesley Dr., fee for parking"
Orange,Yes,Yes,33.513577000000005,-117.756834,Treasure Island Beach,"Seaward of Montage Resort, Coast Hwy. at Wesley Dr., Laguna Beach","Parking structure at Wesley Dr., fee for parking"
Orange,Yes,Yes,33.509368,-117.751923,Aliso Beach Park,"31000 block of S. Coast Hwy., South Laguna","Swimming, surfing"
Orange,Yes,No,33.507008,-117.750605,Camel Point Beach Access #1,"End of Camel Pt. Dr., South Laguna","Beach access through gate at end of Camel Point Dr., on-street parking"
Orange,No,No,33.507783,-117.749597,Camel Point Beach Access #2,"Adjacent to 31321 Coast Hwy., South Laguna","Stairs to part of Aliso Beach, limited on-street parking"
Orange,No,No,33.507397,-117.749052,Camel Point Beach Access #3,"Adjacent to 31351 Coast Hwy., South Laguna","Stairs to part of Aliso Beach, limited on-street parking"
Orange,Yes,No,33.504423,-117.747944,West Street Beach,"Opposite end of West St., South Laguna","Stairs to beach, on-street parking"
Orange,Yes,No,33.502285,-117.74656,Table Rock Beach,"Off Table Rock Dr., South Laguna","Stairway to cove at end of Table Rock Dr., on-street parking"
Orange,Yes,No,33.498261,-117.74027,Thousand Steps Beach,"South Coast Hwy., opposite 9th Ave., South Laguna","Long stairway to beach, on-street parking"
Orange,Yes,Yes,33.552135,-117.718174,Aliso and Wood Canyons Wilderness Park,"28373 Alicia Parkway, Laguna Niguel","Open space, trails, inland setting"
Orange,Yes,Yes,33.476079,-117.721919,Salt Creek Beach Park,"W. of South Coast Hwy. off Ritz-Carlton Dr., Dana Point","Large parking lots, grassy picnic area"
Orange,No,No,33.475583,-117.718125,Blufftop Path (Ritz-Carlton Hotel),Ritz-Carlton Dr. S. of hotel service entrance,Scenic public path around the perimeter of the Ritz-Carlton Hotel
Orange,Yes,No,33.466384000000005,-117.716273,Strand Beach,"Off Selva Rd., Dana Point",Stairs and funicular from large parking lot to beach
Orange,Yes,No,33.460868,-117.714647,Dana Point Headlands,"End of Street of the Green Lantern, off southbound Pacific Coast Hwy., Dana Point","Blufftop trail, interpretive center"
Orange,Yes,No,33.461608,-117.711364,Nature Interpretive Center,"34558 Scenic Dr., Dana Point","Exhibits about the area's natural resources, trail maps"
Orange,Yes,No,33.463719,-117.706587,Ken Sampson Lookout,"S. end of Street of the Blue Lantern, Dana Point",Coastal views
Orange,Yes,No,33.46269,-117.70433,Baby Beach,Off Dana Point Harbor Dr. at W. end of harbor,"Sheltered swimming beach, kayak launch"
Orange,Yes,No,33.462911,-117.697063,Heritage Park,"End of Street of the Old Golden Lantern, off del Prado Ave. (eastbound Pacific Coast Hwy.), Dana Point","Views, stairs to harbor"
Orange,Yes,No,33.463198,-117.692986,Lantern Bay Park,"End of Street of the Golden Lantern, Dana Point",Vehicle entrance off Street of the Park Lantern
Orange,Yes,No,33.460714,-117.692512,Dana Point Harbor,"S. of Dana Point Harbor Dr., Dana Point","Marinas, launch ramp, sportfishing and whale watching, restaurants"
Orange,Yes,No,33.460124,-117.692016,Catalina Express Terminal,"34675 Street of the Golden Lantern, Dana Point",Boat service to Santa Catalina Island
Orange,Yes,No,33.458415,-117.700003,Dana Point Harbor Linear Park,"S. end of Island Way, Dana Point Harbor","Landscaped picnic area, views of boats"
Orange,Yes,Yes,33.461342,-117.706747,Ocean Institute,"24200 Dana Point Harbor Dr., Dana Point","Educational programs, public tours on weekends, gift shop, whale-watching excursions"
Orange,Yes,Yes,33.462436,-117.686164,Doheny State Beach,"Enter via Street of the Park Lantern, E. of Dana Point Harbor","Day-use, camping"
Orange,Yes,No,33.462018,-117.677306,Louise Leyden Park,"End of Via Verde, off Camino Capistrano, Capistrano Beach",Views
Orange,Yes,Yes,33.455112,-117.668552,Capistrano Beach Park,"Pacific Coast Hwy. and Palisades Dr., Capistrano Beach","Basketball court, summertime snack stand"
Orange,Yes,Yes,33.440618,-117.64511,Poche Beach,"Foot of Camino Capistrano at Pacific Coast Hwy., Capistrano Beach",Foot access to beach
Orange,Yes,No,33.431793,-117.63127,Ole Hanson Beach Club,"105 W. Avenida Pico, San Clemente",Swimming and recreational facilities
Orange,Yes,Yes,33.430503,-117.631455,San Clemente City Beach,"Beach area from Avenida Estacion to San Clemente State Beach, San Clemente",Cross railroad tracks at designated crossings
Orange,Yes,No,33.429053,-117.628404,San Clemente Beach Trail Access - Dije Court,"W. of Buena Vista, S. of Dije Ct.","Stairs to San Clemente Beach Trail, on-street parking"
Orange,Yes,No,33.427381,-117.627339,San Clemente City Beach - West El Portal,"End of W. El Portal, aka Calle Oso",Steep stairs to San Clemente Beach Trail and railroad undercrossing
Orange,Yes,No,33.425143,-117.624508,San Clemente Beach Trail Access - West Mariposa,End of W. Mariposa,"Steep paved ramp to shoreline, on-street parking"
Orange,No,No,33.411689,-117.611668,Leslie Park,"Calle de Los Alamos and Calle Roca Vista, San Clemente","Overlook, on-street parking"
Orange,No,No,33.42306,-117.623371,San Clemente Beach Trail,"Shoreline from North Beach to Calafia Beach Park, San Clemente","Multi-use trail along shoreline, inland of oceanfront railroad tracks"
Orange,Yes,Yes,33.423262,-117.622536,Linda Lane City Park,"End of Linda Lane, San Clemente","Lawns, playground, pedestrian underpass to beach"
